Id,Sales
1,4903.047
2,7476.4155
3,8987.51
4,6567.8843
5,6650.6255
6,5805.2285
7,8507.399
8,7961.387
9,5160.7886
10,6014.5205
11,7035.522
12,8160.113
13,7049.285
14,8956.169
15,5642.4727
16,4931.5005
17,5899.0527
18,9536.302
19,11688.956
20,9611.086
21,7207.766
22,6058.361
23,6178.905
24,4534.6235
25,8407.587
26,9831.256
27,9412.178
28,5868.5557
29,5204.9404
30,5288.925
31,5598.1904
32,10398.544
33,7352.324
34,5721.5483
35,5460.9927
36,7621.4375
37,4338.2695
38,7252.16
39,4417.0522
40,6836.334
41,7831.22
42,5701.668
43,7340.884
44,6411.0786
45,4796.975
46,7094.4385
47,7167.5513
48,10767.165
49,6557.224
50,8310.363
51,7609.691
52,9753.171
53,6746.5464
54,9318.998
55,4841.1494
56,5284.9487
57,6658.8926
58,6291.317
59,9082.462
60,7725.578
61,5764.4966
62,7807.468
63,6689.606
64,9974.406
65,4166.6875
66,13045.921
67,5058.179
68,6319.4023
69,8545.802
70,5989.6953
71,6156.0366
72,6584.48
73,7474.875
74,5401.379
75,5113.0757
76,8047.347
77,7738.964
78,7199.728
79,4769.7734
80,7412.391
81,10746.392
82,6761.9707
83,5048.724
84,7067.151
85,6428.7095
86,7146.8486
87,7018.645
88,4311.4497
89,7584.3013
90,6239.8364
91,7289.1387
92,6773.0444
93,4613.9844
94,7216.64
95,5229.0537
96,7476.5933
97,9609.503
98,5530.7695
99,5532.6304
100,6437.549
101,6164.3687
102,5559.272
103,8395.81
104,6883.1025
105,7883.701
106,5922.9136
107,4943.72
108,6583.2593
109,8602.143
110,8892.533
111,8191.5474
112,8116.221
113,6001.716
114,8599.699
115,5871.8535
116,7724.4497
117,9128.403
118,6908.19
119,10008.326
120,8164.628
121,7722.4707
122,6241.654
123,7314.181
124,7860.296
125,6492.6724
126,4355.729
127,6120.2544
128,8033.965
129,7396.8193
130,5336.3696
131,8837.059
132,7169.892
133,6064.1094
134,5897.578
135,5839.047
136,7545.244
137,7488.4307
138,7057.0845
139,5520.4443
140,4960.7573
141,6802.645
142,3986.911
143,6624.6655
144,5117.1206
145,9130.767
146,7249.0835
147,6852.191
148,8330.162
149,5545.3467
150,5125.2085
151,10519.202
152,6886.7974
153,8170.7686
154,7988.787
155,5862.504
156,6244.902
157,5815.0015
158,8096.1646
159,11374.646
160,6561.3164
161,3522.0413
162,5076.751
163,8096.471
164,8960.163
165,6457.97
166,7360.035
167,5138.6396
168,5925.401
169,3523.318
170,5309.367
171,6120.8555
172,6780.7456
173,7709.9673
174,6320.7734
175,8132.5923
176,9086.722
177,7752.0444
178,4822.585
179,9691.513
180,10672.315
181,6485.718
182,8208.199
183,5352.2603
184,6660.0186
185,4439.6064
186,7605.753
187,5216.5454
188,9104.414
189,7446.954
190,8927.333
191,8765.062
192,5716.923
193,8419.212
194,18886.107
195,10692.708
196,6017.938
197,3162.7085
198,6332.423
199,10000.385
200,6080.7095
201,12143.266
202,20580.656
203,3593.894
204,5545.6714
205,10313.847
206,5068.6616
207,9510.695
208,7005.172
209,7208.0728
210,4130.2305
211,7246.2896
212,6634.786
213,7621.77
214,8349.085
215,6664.7524
216,6204.402
217,7161.1147
218,5281.7544
219,5041.1816
220,8062.8037
221,6042.97
222,6508.1484
223,7227.8335
224,6435.4546
225,5373.7944
226,7623.742
227,7314.508
228,8553.012
229,6278.0435
230,7369.837
231,5961.6675
232,3794.6987
233,6666.7046
234,7641.637
235,5340.3447
236,4855.9707
237,9469.882
238,7508.0703
239,9003.027
240,7028.0654
241,5959.8115
242,5809.3784
243,4824.8696
244,10043.499
245,5214.6045
246,8267.861
247,15463.455
248,7576.587
249,8490.493
250,5277.6724
251,4874.0825
252,7539.306
253,4431.497
254,6891.079
255,10365.467
256,5787.316
257,14883.281
258,14333.719
259,5120.5996
260,7563.7964
261,5520.523
262,6888.431
263,5768.993
264,11003.475
265,7538.5693
266,8921.742
267,5026.998
268,7226.166
269,4996.009
270,8947.762
271,7273.0107
272,6302.4526
273,7078.1416
274,5964.49
275,8178.1416
276,10147.69
277,5768.6943
278,10115.34
279,7292.315
280,9468.069
281,5096.5566
282,5514.0854
283,5452.5723
284,9617.712
285,6966.246
286,8121.388
287,7028.3184
288,8788.376
289,4775.815
290,8348.282
291,6607.939
292,4337.968
293,14057.11
294,17770.871
295,7134.421
296,8036.8774
297,9593.354
298,10531.931
299,10901.321
300,6214.236
301,7734.7524
302,6084.467
303,8524.56
304,4416.636
305,5814.2295
306,5603.869
307,5809.7314
308,7856.6133
309,5354.241
310,4841.4927
311,6298.7456
312,4134.711
313,4818.627
314,5886.504
315,6435.292
316,9210.481
317,8591.81
318,7688.942
319,6712.471
320,6530.7197
321,11569.151
322,8165.7334
323,5644.5806
324,4603.541
325,9036.887
326,4909.4893
327,7066.203
328,3755.8662
329,5339.524
330,7808.1074
331,6399.984
332,5453.5347
333,8745.906
334,10224.599
335,11744.842
336,6218.0537
337,9805.649
338,3618.9756
339,5534.4785
340,6521.6504
341,4524.944
342,8076.322
343,5516.577
344,5432.08
345,8804.5625
346,11756.206
347,9849.795
348,5723.0737
349,5874.381
350,7932.176
351,7080.5635
352,6676.0366
353,4917.1177
354,7289.435
355,10194.172
356,4801.3154
357,6634.3857
358,7638.1533
359,8099.2905
360,13815.354
361,6509.99
362,12934.875
363,7382.7075
364,5517.8896
365,4202.9023
366,6471.6016
367,6563.339
368,5397.2017
369,7728.42
370,4808.6074
371,4959.8096
372,7294.3916
373,3778.6155
374,8115.192
375,6758.688
376,8043.705
377,8382.804
378,5574.9385
379,9357.605
380,6983.1313
381,5286.354
382,5207.3716
383,5699.621
384,11075.128
385,7084.3516
386,5222.8003
387,7722.014
388,8552.387
389,7070.8384
390,6532.675
391,8594.013
392,5875.866
393,5874.5786
394,5954.82
395,9080.12
396,6467.7974
397,6549.293
398,5610.997
399,5401.5073
400,4178.6743
401,5734.2583
402,8381.242
403,8676.707
404,10533.36
405,10949.529
406,8190.052
407,4797.5405
408,5409.2104
409,10941.905
410,10054.513
411,7446.494
412,8765.493
413,8678.269
414,5915.704
415,4305.163
416,10838.426
417,5593.901
418,6889.749
419,6663.7695
420,3218.9778
421,11283.563
422,6018.785
423,5317.201
424,4985.6787
425,5982.5703
426,6974.9844
427,8223.626
428,6795.627
429,4759.4897
430,5405.485
431,4544.404
432,3666.84
433,7469.2344
434,18056.871
435,5860.049
436,5766.5264
437,6770.3403
438,5358.31
439,5741.213
440,4983.0513
441,4860.786
442,7409.621
443,7323.212
444,4228.9336
445,8906.388
446,5723.834
447,5328.374
448,8443.752
449,8144.127
450,10701.978
451,5895.901
452,7609.24
453,5033.8193
454,6147.162
455,14324.987
456,9360.382
457,6656.434
458,5233.8413
459,5096.492
460,6105.4375
461,5695.4395
462,11225.903
463,5346.0254
464,6042.418
465,7298.7617
466,4955.2476
467,6802.071
468,7463.203
469,8318.236
470,7208.4697
471,4458.8325
472,5932.4736
473,7035.6953
474,9733.318
475,9069.14
476,6878.107
477,4750.281
478,7552.346
479,6262.164
480,4867.453
481,7752.7686
482,7672.8936
483,6726.89
484,5848.7812
485,6726.503
486,7865.461
487,5797.545
488,7071.3086
489,7101.393
490,5762.215
491,9289.878
492,6266.19
493,5183.0557
494,11496.566
495,6620.186
496,3844.7246
497,8344.3125
498,9173.584
499,10951.926
500,5426.444
501,6142.5283
502,6330.1396
503,7613.056
504,6223.8228
505,8045.102
506,3600.702
507,6315.0605
508,6772.0537
509,6135.4976
510,5039.0728
511,7105.0713
512,8488.391
513,4951.8784
514,8863.695
515,6854.714
516,8905.323
517,4786.497
518,6843.372
519,6160.988
520,7508.3193
521,8421.881
522,6031.288
523,7883.44
524,8161.0303
525,7698.3843
526,5193.4385
527,3986.8157
528,7282.007
529,7245.9346
530,8435.8
531,7647.1353
532,6060.1465
533,8836.925
534,7191.295
535,6879.1016
536,7912.1533
537,6087.4814
538,8345.504
539,10787.456
540,8499.1045
541,4879.6187
542,5862.1895
543,4703.1875
544,0.0
545,8516.762
546,5679.187
547,8713.058
548,4737.623
549,7552.5103
550,6786.0806
551,10582.082
552,4603.851
553,5605.1084
554,5840.2686
555,8331.207
556,5629.285
557,7580.2383
558,7942.118
559,10215.82
560,7090.2056
561,7391.251
562,6284.03
563,4972.6587
564,5588.1655
565,10160.025
566,9598.651
567,6330.662
568,15213.221
569,6686.891
570,5690.895
571,6555.5283
572,8582.424
573,9324.775
574,6839.1187
575,7995.945
576,8101.945
