Id,Sales
1,4781.8906
2,7376.787
3,8858.338
4,6603.6084
5,6428.29
6,5617.684
7,8443.455
8,7816.4463
9,5014.9824
10,5920.4497
11,6961.881
12,7974.025
13,6941.812
14,8947.276
15,5506.1885
16,4767.575
17,5810.487
18,9441.492
19,11559.7705
20,9548.333
21,7024.3667
22,5990.4346
23,6053.465
24,4345.229
25,8334.741
26,9741.864
27,9333.476
28,5729.592
29,5051.9673
30,5114.334
31,5547.5547
32,10285.151
33,7288.4736
34,5649.024
35,5376.3613
36,7532.6104
37,4179.4233
38,7171.121
39,4265.486
40,6740.246
41,7830.862
42,5580.821
43,7313.1255
44,6295.62
45,4636.7534
46,6902.5034
47,7086.581
48,10712.423
49,6457.837
50,8187.136
51,7451.649
52,9692.991
53,6582.37
54,9257.697
55,4716.2246
56,5195.2173
57,6450.0547
58,6151.9487
59,8999.681
60,7680.83
61,5574.115
62,7700.8345
63,6521.124
64,9898.12
65,3948.9412
66,12993.205
67,4883.195
68,6151.2876
69,8437.862
70,5874.6973
71,6039.1636
72,6434.549
73,7356.1455
74,5312.3125
75,4990.011
76,7908.5376
77,7636.716
78,7093.722
79,4632.895
80,7263.396
81,10719.046
82,6613.5146
83,4910.979
84,6975.8945
85,6224.7393
86,7168.8105
87,6952.9785
88,4164.881
89,7529.1436
90,6040.4146
91,7308.896
92,6674.575
93,4450.3345
94,7217.95
95,5107.7275
96,7371.961
97,9542.932
98,5402.757
99,5413.1006
100,6287.217
101,6024.9404
102,5425.8076
103,8342.937
104,6768.3833
105,7812.0493
106,5815.867
107,4771.3906
108,6432.008
109,8502.682
110,8740.689
111,7977.1807
112,7972.1973
113,5925.8857
114,8523.439
115,5661.782
116,7635.2017
117,9010.027
118,6810.2783
119,9907.762
120,8092.1133
121,7708.4014
122,6127.3315
123,7188.101
124,7849.6333
125,6353.3804
126,4203.0117
127,6019.137
128,7851.3687
129,7362.5166
130,5207.401
131,8685.866
132,7012.093
133,5886.4175
134,5732.868
135,5656.471
136,7352.5073
137,7400.0757
138,7003.205
139,5406.748
140,4732.8535
141,6637.6113
142,3849.7705
143,6409.3857
144,4965.776
145,9083.892
146,7134.577
147,6716.575
148,8109.84
149,5339.531
150,4975.997
151,10381.86
152,6806.176
153,8158.9395
154,7859.035
155,5773.1743
156,6113.2314
157,5656.6094
158,7992.913
159,11210.323
160,6533.8594
161,3400.0586
162,4889.5903
163,8065.6846
164,8920.442
165,6308.6963
166,7247.582
167,4963.734
168,6014.822
169,3369.3948
170,5150.3887
171,6013.1353
172,6641.788
173,7528.616
174,6089.122
175,8041.428
176,9060.51
177,7689.845
178,4722.334
179,9559.345
180,10555.084
181,6370.6616
182,8044.8345
183,5188.691
184,6484.6113
185,4293.673
186,7443.949
187,5081.111
188,8966.622
189,7379.9404
190,8919.371
191,8705.375
192,5666.456
193,8301.155
194,18678.16
195,10632.245
196,5864.508
197,3040.5193
198,6225.5186
199,9934.177
200,5952.0957
201,11700.218
202,19934.576
203,3451.837
204,5391.687
205,10256.16
206,4900.2227
207,9429.607
208,6924.3403
209,7040.9287
210,3955.4993
211,7226.5825
212,6528.616
213,7497.2915
214,8237.747
215,6621.9106
216,6091.274
217,7013.269
218,5084.717
219,4796.467
220,7939.5986
221,5965.876
222,6371.8223
223,7069.259
224,6296.6523
225,5229.4043
226,7502.7285
227,7188.031
228,8525.076
229,6192.9473
230,7256.1074
231,5841.721
232,3682.1946
233,6553.6865
234,7489.8223
235,5198.172
236,4706.624
237,9423.893
238,7424.844
239,8899.653
240,6903.4497
241,5862.7837
242,5706.867
243,4717.7407
244,9959.331
245,5089.8354
246,8188.7393
247,15292.441
248,7531.8306
249,8504.448
250,5185.4536
251,4689.92
252,7425.76
253,4248.038
254,6789.456
255,10228.664
256,5715.4453
257,14477.443
258,14226.719
259,5006.662
260,7417.826
261,5370.8057
262,6699.5923
263,5629.6577
264,10885.426
265,7477.3213
266,8859.835
267,4844.862
268,7085.474
269,4908.0845
270,8790.0
271,7187.6807
272,6149.924
273,6980.0845
274,5765.917
275,8089.953
276,10090.957
277,5682.542
278,9977.751
279,7193.8135
280,9389.018
281,4952.575
282,5376.5747
283,5342.6104
284,9575.617
285,6892.2983
